raw_content	username	tweet_published_at	type	cleaned_content	mention
@IDWantsColdplay @coldplay congrats guys wwkwk	urmoonn	2023-05-09 02:22:01+07	replied_to	['congrats', 'guys', 'wwkwk']	['IDWantsColdplay', 'coldplay']
Tak dapat concert @JYPETWICE takpa, kita layan coldplay je tahun ni 🙏🙏	capekk__	2023-05-09 02:21:59+07	retweet	['concert', 'takpa', 'layan', 'coldplay', 'je']	['JYPETWICE']
@ahmadfaauuzan @IDWantsColdplay @coldplay belom, tapi biasanya kek gitu sih. khusus yg paymentnya pake bca duluu	moonsiveur	2023-05-09 02:21:55+07	replied_to	['bom', 'kek', 'khusus', 'paymentnya', 'pake', 'duluu']	['ahmadfaauuzan', 'IDWantsColdplay', 'coldplay']
@tiketXid gimana iniiii nonton coldplay apa tur exo yaAllah duit duit😭😭	matchaisbitter	2023-05-09 02:21:40+07	replied_to	['gimana', 'iniiii', 'nonton', 'coldplay', 'tur', 'exo', 'yaallah', 'duit', 'duit']	['tiketXid']
@IDWantsColdplay @coldplay Nangis bgt ga konsen kerjaaa 🫶😭	whtvrunameit	2023-05-09 02:21:33+07	replied_to	['nang', 'konsen', 'kerjaaa']	['IDWantsColdplay', 'coldplay']
@jaejuchana NGAKAK GAK JADI COLDPLAY CONFIRM 😭😭😭	syugarnim	2023-05-09 02:21:28+07	tweet	['ngakak', 'coldplay', 'confirm']	['jaejuchana']
"@pemakaisabun_ @IDWantsColdplay harga tiket konser Coldplay di Bangkok pada tahun 2017 berkisar 1.800 baht (Rp782.000) sampai 6.500 baht (R 2,9 juta). Sementara di Singapura harga tiket konser Coldplay dibanderol 70 dolar Singapura (Rp783.000) sampai 268 dolar Singapura (Rp2,9 juta)
So ,siapin aja dananya 1,5"	aty_suryat69105	2023-05-09 02:20:36+07	replied_to	['harga', 'tiket', 'konser', 'coldplay', 'bangkok', 'kisar', 'baht', 'rp', 'baht', 'r', 'juta', 'singapura', 'harga', 'tiket', 'konser', 'coldplay', 'banderol', 'dolar', 'singapura', 'rp', 'dolar', 'singapura', 'rp', 'juta', 'so', 'siapin', 'dana']	['pemakaisabun_', 'IDWantsColdplay']
@IDWantsColdplay @coldplay @morenasirena12 *pura2 gak liat	nolinguistik	2023-05-09 02:20:31+07	replied_to	['pura', 'liat']	['IDWantsColdplay', 'coldplay', 'morenasirena12']
@emgcincay aku liat di postingannya coldplay kakk, mereka udh ngepost jadwal mereka di asia sama australiaaa	realzaynmycrush	2023-05-09 02:20:48+07	replied_to	['liat', 'postingannya', 'coldplay', 'kakk', 'ngepost', 'jadwal', 'asia', 'australiaaa']	['emgcincay']
Coldplay akhirnyaa!!!!!!!! @sharondipity_	niceeeen	2023-05-09 02:20:46+07	tweet	['coldplay', 'akhirnyaa']	['sharondipity_']
RESMI, INDONESIA MASUK DAFTAR KONSER COLDPLAY!! 😭😭😭 @IDWantsColdplay @coldplayxtra #idwantscoldplay https://t.co/wf8gu69NFk	ochotootmors	2023-05-09 02:13:38+07	tweet	['resmi', 'indonesia', 'masuk', 'daftar', 'konser', 'coldplay', 'idwantscoldplay']	['IDWantsColdplay', 'coldplayxtra']
@coldplay YA AMPUN COLDPLAY KE JAKARTA BENERAN	jungkooklalala	2023-05-09 02:20:31+07	replied_to	['ampun', 'coldplay', 'jakarta', 'beneran']	['coldplay']
@coldplay tuh tuh @irmarizz @atxrahmawatii	asricahyaning	2023-05-09 02:20:19+07	replied_to	['tuh', 'tuh']	['coldplay', 'irmarizz', 'atxrahmawatii']
@coldplay @kutealang fix banget? wkwk nangis	cipastronaut	2023-05-09 02:20:15+07	replied_to	['fix', 'nang']	['coldplay', 'kutealang']
@coldplay sehari doang masa	ambilbulan	2023-05-09 02:20:13+07	replied_to	[]	['coldplay']
@irnanurafr @zeyniajae @IDWantsColdplay @coldplay bca presale tuh gimana kak maksudnya?	depresheat	2023-05-09 02:20:11+07	replied_to	['presale', 'tuh', 'gimana', 'maksud']	['irnanurafr', 'zeyniajae', 'IDWantsColdplay', 'coldplay']
@halssuissseo @rrzzaa__ @IDWantsColdplay @coldplay Tunggu aja info selanjutnya	pnksbbs	2023-05-09 02:20:09+07	replied_to	['tunggu', 'info']	['halssuissseo', 'rrzzaa__', 'IDWantsColdplay', 'coldplay']
@coldplay mksh udh ga ngeprank	akunnyaecha	2023-05-09 02:19:12+07	replied_to	['mksh', 'ngeprank']	['coldplay']
@triviavope coldplay bukan ini?	yeontanjg	2023-05-09 02:19:55+07	replied_to	['coldplay']	['triviavope']
Nampaknya spill tipis2 @Prambors hari ini bakal Coldplay yaaa!!!! Jadikan 🥹🫶	nrizkip	2023-05-09 02:19:50+07	tweet	['nampaknya', 'spill', 'tipis', 'coldplay', 'yaaa', 'jadi']	['Prambors']
@windyauliaac haii kak aku open jastip coldplay loh, testimoninya bisa cek di pin atau likes ya kak dijamin trusted 💯 https://t.co/rVppjpojZc	_chasedreams	2023-05-09 02:19:46+07	replied_to	['hai', 'open', 'jastip', 'coldplay', 'loh', 'testimoninya', 'cek', 'pin', 'likes', 'jamin', 'trusted']	['windyauliaac']
@IDWantsColdplay @coldplay MANTAAAAP	fuampsycho	2023-05-09 02:19:41+07	replied_to	['mantaaaap']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay YOK LAH SINI WAR TIKET ANJMMM GUE UDAH SIAP BERDARAH-DARAH	nandanlais	2023-05-09 02:19:22+07	replied_to	['yok', 'war', 'tiket', 'anjmmm', 'darah', 'darah']	['IDWantsColdplay', 'coldplay']
@chanhafiz maybe Icon Entertainment sebab Imantang yang selalu update pasal Coldplay. Marilah saksikan bagaimana hasil konsert nanti. High expectation kot ni	teaqah	2023-05-09 02:19:12+07	replied_to	['maybe', 'icon', 'entertainment', 'imantang', 'update', 'pasal', 'coldplay', 'mari', 'saksi', 'hasil', 'konsert', 'high', 'expectation', 'kot']	['chanhafiz']
"WELCOME TO KUALA LUMPUR @coldplay !!!!!

#ColdplayKualaLumpur
#MOTSWT"	ColdplayMsia	2023-05-05 06:45:02+07	tweet	['welcome', 'kuala', 'lumpur', 'coldplaykualalumpur', 'motswt']	['coldplay']
@coldplay Wwwaaawwww udah announced jadwalnya. Wow wow wow😲😲👍	meiii8_8	2023-05-09 02:18:32+07	replied_to	['wwwaaawwww', 'announced', 'jadwal']	['coldplay']
@AdibHidayat @coldplay @TEMGMT Mainnya di weekday, siapin cutimu kawanndd! Kwkwkwj	lungoadoh	2023-05-09 02:18:40+07	replied_to	['main', 'weekday', 'siapin', 'cuti', 'kawanndd', 'kwkwkwj']	['AdibHidayat', 'coldplay', 'TEMGMT']
@IDWantsColdplay @coldplay ALHAMDULILLAH UMUR DIPANJANGKAN HINGGA COLDPLAY KE INDONESIA JUGA AKHIRNYA, PENANTIAN LAMA TERJADI SUDAH 😭😭😭😭😭😭😭	paparazilicous	2023-05-09 02:18:40+07	replied_to	['umur', 'panjang', 'coldplay', 'indonesia', 'nanti']	['IDWantsColdplay', 'coldplay']
Ya allah ketemu sayang sayangku😫😫😫❤️❤️❤️ @coldplay	awalhurufabjad	2023-05-09 02:18:32+07	tweet	['ketemu', 'sayang', 'sayang']	['coldplay']
@coldplay tahun depan aja gimanaaa😭😭😭 blm mampu taun inii	nochu_cometrue	2023-05-09 02:18:28+07	replied_to	['gimanaaa', 'blm', 'taun', 'ini']	['coldplay']
@pnksbbs @rrzzaa__ @IDWantsColdplay @coldplay harus cc kah? yg debit bisa juga ga	halssuissseo	2023-05-09 02:18:27+07	replied_to	['cc', 'kah', 'debit']	['pnksbbs', 'rrzzaa__', 'IDWantsColdplay', 'coldplay']
@emakhanbin Mimpi konser Hanbin semalem ehh malh dapet kabar konser coldplay 😭😭 capek banget jadi aku 😫😫😫	Linda131_Yu	2023-05-09 02:18:27+07	replied_to	['mimpi', 'konser', 'hanbin', 'semalem', 'ehh', 'malh', 'dapet', 'kabar', 'konser', 'coldplay', 'capek']	['emakhanbin']
@SoItsJane @coldplay Tutup sebelah mata. Bayar jeee! 😂	nuyulhuda	2023-05-09 02:18:20+07	replied_to	['tutup', 'belah', 'mata', 'bayar', 'jeee']	['SoItsJane', 'coldplay']
Aku dan @MaulinaMuzirwan berpikir mau nonton coldplay di mana...	lagilaginova	2023-05-09 02:18:13+07	tweet	['pikir', 'nonton', 'coldplay']	['MaulinaMuzirwan']
@coldplay Ancrit ke JKT😍	dms_hrl	2023-05-09 02:18:09+07	replied_to	['ancrit', 'jkt']	['coldplay']
"@goingseboochi WOY gw adalah penganut ""beli dimana aja asal taylor swift sama coldplay pasti worth"" :)"	ddoljeong	2023-05-09 02:18:02+07	replied_to	['woy', 'anut', 'beli', 'taylor', 'swift', 'coldplay', 'worth']	['goingseboochi']
@coldplay merinding disco 😍😍😍	sisisssy	2023-05-09 02:17:52+07	replied_to	['merinding', 'disco']	['coldplay']
Fix on jkt @coldplay goks goks	afit_bs	2023-05-09 02:17:44+07	tweet	['fix', 'on', 'jkt', 'goks', 'goks']	['coldplay']
@coldplay Kurelalan gajiku pada kalian	yaudahawas	2023-05-09 02:17:43+07	replied_to	['kurelalan', 'gaji']	['coldplay']
@coldplay Please dont bawain lagu fix you mister bcoz i think orang2 indonesia gak deserve untuk dengerin lagu fix u live	karfianda	2023-05-09 02:17:37+07	replied_to	['please', 'dont', 'bawain', 'lagu', 'fix', 'mister', 'bcoz', 'i', 'think', 'orang', 'indonesia', 'deserve', 'dengerin', 'lagu', 'fix', 'u', 'live']	['coldplay']
@ColdplayMsia @coldplay Ada parents yang nak pergi concert Coldplay tapi takde siapa nak jaga anak? Apa lagi, Kiddocare kan ada 😉	kiddocaremy	2023-05-09 02:17:37+07	replied_to	['parents', 'pergi', 'concert', 'coldplay', 'takde', 'jaga', 'anak', 'kiddocare']	['ColdplayMsia', 'coldplay']
Bismillah. Tanggal 15 november 2023 nonton konser @coldplay di GBK Stadium Aamiin Ya Allah	nakazuhaswan	2023-05-09 02:17:30+07	retweet	['tanggal', 'november', 'nonton', 'konser', 'gbk', 'stadium', 'aamiin']	['coldplay']
@weareoneEXO lo ada rencana mau world tour gak sih wir? kalo engga gua nonton coldplay sama pasang behel nih😭	quaci	2023-05-09 02:17:29+07	replied_to	['rencana', 'world', 'tour', 'wir', 'kalo', 'engga', 'nonton', 'coldplay', 'pasang', 'behel']	['weareoneEXO']
@ayybi131 @IDWantsColdplay @coldplay 😭😭😭 SEMANGAT ✊✊✊	Linda131_Yu	2023-05-09 02:17:24+07	replied_to	['semangat']	['ayybi131', 'IDWantsColdplay', 'coldplay']
@jklloir Benerrrr btw hayuk nonton coldplay	lilystardusst	2023-05-09 02:17:21+07	replied_to	['benerrrr', 'btw', 'hayuk', 'nonton', 'coldplay']	['jklloir']
@apinpie Ppt buat nonton Coldplay. 😞	hyeonje	2023-05-09 02:17:19+07	replied_to	['ppt', 'nonton', 'coldplay']	['apinpie']
@IDWantsColdplay @coldplay Jelaskan padaku apa itu BCA PRESALE	rohitsebastiian	2023-05-09 02:17:02+07	replied_to	['pada', 'presale']	['IDWantsColdplay', 'coldplay']
@m4tchaone1 @coldplay Beneran taun ini🥲	KARETGELANGIJO	2023-05-09 02:17:00+07	replied_to	['beneran', 'taun']	['m4tchaone1', 'coldplay']
@coldplay Nangisss	xhinejeon	2023-05-09 02:16:57+07	replied_to	['nangisss']	['coldplay']
Week yg sangat indah banyak kabar bagus. See you soon @coldplay	daniafanda	2023-05-09 02:16:52+07	tweet	['week', 'indah', 'kabar', 'bagus', 'see', 'soon']	['coldplay']
"@AdibHidayat @coldplay @TEMGMT 🥹🥹🥹😭😭😭
Impian sejak jaman kuliah terwujud"	zenimaarij_	2023-05-09 02:16:45+07	replied_to	['impi', 'jaman', 'kuliah', 'wujud']	['AdibHidayat', 'coldplay', 'TEMGMT']
"@coldplay C = 3
O = 15
L = 12
D = 4
P = 16
L = 12
A = 1
Y = 25

3+1+5+1+2+4+1+6+1+2+1+2+5=34

3+4=7

Di China, angka 7 dipercaya sebagai angka keberuntungan. Penyebabnya sederhana, pengucapan ""tujuh"" dalam bahasa Cina mirip dengan pengucapan kata ""bangkit"" dan ""hidup""."	karfianda	2023-05-09 02:16:44+07	replied_to	['c', 'o', 'l', 'd', 'p', 'l', 'a', 'y', 'china', 'angka', 'percaya', 'angka', 'untung', 'sebab', 'sederhana', 'ucap', 'tujuh', 'bahasa', 'cina', 'ucap', 'bangkit', 'hidup']	['coldplay']
@coldplay Wajib tag kalian @ggorgeousppl @____ayyu	woofyouu	2023-05-09 02:16:34+07	replied_to	['wajib', 'tag']	['coldplay', 'ggorgeousppl', '____ayyu']
@hurrycaina sedekah buat coldplay	everglowsh	2023-05-09 02:16:19+07	replied_to	['sedekah', 'coldplay']	['hurrycaina']
@coldplay Fix nih...	zulsense	2023-05-09 02:07:34+07	replied_to	['fix']	['coldplay']
"@verward_chwe hai kaaa! aku open jastip coldplay yaaa, boleh tanya"" dulu di dm"	kteubox_go	2023-05-09 02:06:58+07	replied_to	['hai', 'kaaa', 'open', 'jastip', 'coldplay', 'yaaa', 'dm']	['verward_chwe']
@5binnala Ijut dong coldplay a	hyvaikal	2023-05-09 02:16:18+07	replied_to	['ijut', 'coldplay', 'a']	['5binnala']
@coldplay OMGGG SEMOGA DUIT AKU BERSHABAT LETS GOW	tokyooooxoxo	2023-05-09 02:16:11+07	replied_to	['omggg', 'moga', 'duit', 'bershabat', 'lets', 'gow']	['coldplay']
@coldplay War tiketnya kapan yaaa 😭	SLusiamie	2023-05-09 02:15:48+07	replied_to	['war', 'tiket', 'yaaa']	['coldplay']
@westenthu Info jastip tiket konser coldplay,feenya berapa?	oodaengie	2023-05-09 02:15:44+07	replied_to	['info', 'jastip', 'tiket', 'konser', 'coldplay', 'feenya']	['westenthu']
@SkaterMr Nasib baik bukan jenis layan coldplay sgt hahahaha	FirdsRidzn	2023-05-09 02:15:12+07	replied_to	['nasib', 'jenis', 'layan', 'coldplay', 'sgt', 'hahahaha']	['SkaterMr']
@IDWantsColdplay @coldplay official bun tuh ada tulisan presalenya kapan juga wkwk @irmarizz	asricahyaning	2023-05-09 02:15:03+07	replied_to	['official', 'bun', 'tuh', 'tulis', 'presalenya']	['IDWantsColdplay', 'coldplay', 'irmarizz']
@coldplay DAHLAH GUA UDAH SKIP SUGA, HONNE, THE 1975 YANG INI GABOLEH SKIPPPP	dinardiaa	2023-05-09 02:14:40+07	replied_to	['dah', 'skip', 'suga', 'honne', 'gaboleh', 'skipppp']	['coldplay']
OK, BAKALAN WAR SAMPAI JEPANG. SEE YA @COLDPLAY!	perfectcoldplay	2023-05-09 02:14:26+07	tweet	['ok', 'war', 'jepang', 'see']	['COLDPLAY']
@coldplay JAKARTA!!!!! 🇮🇩	ilhamhidayats	2023-05-09 02:14:23+07	replied_to	['jakarta']	['coldplay']
@defgro @IDWantsColdplay @coldplay Hati hati penipuan	Joko_berdiri	2023-05-09 02:14:22+07	replied_to	['hati', 'hati', 'tipu']	['defgro', 'IDWantsColdplay', 'coldplay']
@coldplay Kesellll bgt napa harus hari Rabu	nomiaill	2023-05-09 02:14:18+07	replied_to	['kesellll', 'napa']	['coldplay']
coldplay aja ke indo sm KL HAHAHAHAHA cc: @ATEEZofficial	doublejeo	2023-05-09 02:14:13+07	tweet	['coldplay', 'indo', 'sm', 'kl', 'hahahahaha', 'cc']	['ATEEZofficial']
@IDWantsColdplay @coldplay WOYYY INI TIKETING KAPAN???	zeyniajae	2023-05-09 02:14:04+07	replied_to	['woyyy', 'tiketing']	['IDWantsColdplay', 'coldplay']
@coldplay nangis aja lah	boocinbang	2023-05-09 02:13:54+07	replied_to	['nang']	['coldplay']
@IDWantsColdplay @coldplay ya Allah😭😭😭	megaaryntii	2023-05-09 02:13:31+07	replied_to	[]	['IDWantsColdplay', 'coldplay']
@coldplay Agak kaget juga sih gak liat Singapore. 🥲	JigglySunflower	2023-05-09 02:13:24+07	replied_to	['kaget', 'liat', 'singapore']	['coldplay']
@alidafrunh @coldplay @countlessscale Di sini https://t.co/vdS6Yt58Lm	brrrmi	2023-05-09 02:13:21+07	replied_to	[]	['alidafrunh', 'coldplay', 'countlessscale']
@IDWantsColdplay @coldplay Ahhh, hari rabu ya	hafiizh_aa	2023-05-09 02:13:10+07	replied_to	['ahhh']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Wayahe ngencengi tahajud	afifahhadila	2023-05-09 02:12:45+07	replied_to	['wayahe', 'ngencengi', 'tahajud']	['IDWantsColdplay', 'coldplay']
@adit_insomnia @coldplay Kabar Baik	doloy	2023-05-09 02:12:45+07	replied_to	['kabar']	['adit_insomnia', 'coldplay']
@nis_anies nonton nies, ga abis2 tuh radwimps, impacnation, coldplay wkwkw	AdrianReynald	2023-05-09 02:12:44+07	replied_to	['nonton', 'nies', 'abis', 'tuh', 'radwimps', 'impacnation', 'coldplay', 'wkwkw']	['nis_anies']
@IDWantsColdplay @coldplay artinya apa bang Chris?	faizal_abidin	2023-05-09 02:12:44+07	replied_to	['chris']	['IDWantsColdplay', 'coldplay']
jakarta is real😭 @coldplay https://t.co/ilJQONyqLo	fieryalex	2023-05-09 02:12:42+07	tweet	['jakarta', 'is', 'real']	['coldplay']
"@djaycoholyc Cakep sih, tapi permintaan coldplay selalu minta stadium gede keknya, wkwkwk 

Kalo di bali enak tinggal selonjornaja 🥲"	ngurahsaka	2023-05-09 02:12:38+07	replied_to	['cakep', 'minta', 'coldplay', 'stadium', 'gede', 'kek', 'kalo', 'bal', 'enak', 'tinggal', 'selonjornaja']	['djaycoholyc']
@IDWantsColdplay @coldplay BCA PRESALEE NNTI KONSEPNYA KYK GIMANA YAA? ADA YG TAUUU?	stehmaniis	2023-05-09 02:12:27+07	replied_to	['presalee', 'nnti', 'konsep', 'kyk', 'gimana', 'tauuu']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Tiket dijual dimana	Joko_berdiri	2023-05-09 02:12:24+07	replied_to	['tiket', 'jual']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay bg harga tiketnya brp bg	winternangor	2023-05-09 02:11:30+07	replied_to	['bg', 'harga', 'tiket', 'brp', 'bg']	['IDWantsColdplay', 'coldplay']
@jaexigf kamu pilih coldplay atau jaehyun kak? 🤭	88to94Boys	2023-05-09 02:11:19+07	replied_to	['pilih', 'coldplay', 'jaehyun']	['jaexigf']
nambah sebelum tgl 15 bisa kali @coldplay	pemudalincah	2023-05-09 02:11:17+07	retweet	['nambah', 'tgl']	['coldplay']
@IDWantsColdplay @coldplay Gilaa bismillah war mau liat my universe juga😭	cantofine	2023-05-09 02:11:08+07	replied_to	['gilaa', 'war', 'liat', 'my', 'universe']	['IDWantsColdplay', 'coldplay']
"@coldplay MERINDING YAALLAAAHHH
Akhirnyaaaaaaa jakartaaaaa!! Wohoooo"	dea_azra	2023-05-09 02:10:42+07	replied_to	['merinding', 'yaallaaahhh', 'akhirnyaaaaaaa', 'jakartaaaaa', 'wohoooo']	['coldplay']
i love u @PK_ent_id bgtbgtbgt ily gpp justin kmrn batal kalo gantinya coldplay💖💖💖💖	notimprtanthing	2023-05-09 02:10:42+07	tweet	['i', 'love', 'u', 'bgtbgtbgt', 'ily', 'gpp', 'justin', 'kmrn', 'batal', 'kalo', 'ganti', 'coldplay']	['PK_ent_id']
@pangsit_rebus coldplay tuh enak” ya lagunya ven?	fachriziutama	2023-05-09 02:10:35+07	replied_to	['coldplay', 'tuh', 'enak', 'lagu', 'ven']	['pangsit_rebus']
@IDWantsColdplay @coldplay Boleh info BCA Presale skemanya seperti apa?	_KhairulK	2023-05-09 02:10:29+07	replied_to	['info', 'presale', 'skema']	['IDWantsColdplay', 'coldplay']
@blueside96_ @coldplay Oiya bulan 9 mau naik yah	hansarang_Hasa	2023-05-09 02:10:29+07	replied_to	['oiya', 'yah']	['blueside96_', 'coldplay']
@IDWantsColdplay @coldplay anjrit😭	dhiandraps	2023-05-09 02:10:23+07	replied_to	['anjrit']	['IDWantsColdplay', 'coldplay']
@ArianRepsi @coldplay Gabisa, gada jadwal nginep udah abis mau dipake bulan 9	blueside96_	2023-05-09 02:10:09+07	tweet	['gabisa', 'gada', 'jadwal', 'nginep', 'abis', 'dipake']	['ArianRepsi', 'coldplay']
@Ambarpus_ @coldplay katanya 19 mei ini ticketing broo	DinovRD	2023-05-09 02:09:38+07	replied_to	['mei', 'ticketing', 'broo']	['Ambarpus_', 'coldplay']
@rrzzaa__ @IDWantsColdplay @coldplay Yang pke bca bisa duluan war	pnksbbs	2023-05-09 02:10:00+07	replied_to	['pke', 'duluan', 'war']	['rrzzaa__', 'IDWantsColdplay', 'coldplay']
@DinovRD @coldplay yaudaa cutii2 wkwk	Ambarpus_	2023-05-09 02:09:08+07	replied_to	['yaudaa', 'cuti']	['DinovRD', 'coldplay']
@funkizeu @coldplay @changgoroo @skzbar @retrockstar AAAAHHH SEE U KAKAK KAKAK SEKALIAN	heiseonberg	2023-05-09 02:09:55+07	replied_to	['aaaahhh', 'see', 'u', 'kakak', 'kakak']	['funkizeu', 'coldplay', 'changgoroo', 'skzbar', 'retrockstar']
@moonsiveur @IDWantsColdplay @coldplay Belum ada ketentuannya ya?	ahmadfaauuzan	2023-05-09 02:09:50+07	replied_to	['tentu']	['moonsiveur', 'IDWantsColdplay', 'coldplay']
@cha00stude ituu, di igs coldplay ada wa	arawsoo	2023-05-09 02:09:50+07	replied_to	['ituu', 'igs', 'coldplay', 'wa']	['cha00stude']
@IDWantsColdplay @coldplay BCA PRESALE INI APAA?	kejumozarellah	2023-05-09 02:09:49+07	replied_to	['presale', 'apaa']	['IDWantsColdplay', 'coldplay']
@demonstrashe coldplay di indo udah announce tanggal 🫠	fickseeling	2023-05-09 02:09:27+07	replied_to	['coldplay', 'indo', 'announce', 'tanggal']	['demonstrashe']
@ahmadfaauuzan @IDWantsColdplay @coldplay keknya khusus yg payment pake bca gitu???	moonsiveur	2023-05-09 02:09:06+07	replied_to	['kek', 'khusus', 'payment', 'pake']	['ahmadfaauuzan', 'IDWantsColdplay', 'coldplay']
@farazkdn @coldplay halo kak hmu ya kl open jasa war coldplay	notyourpuan	2023-05-09 02:09:23+07	tweet	['halo', 'hmu', 'kl', 'open', 'jasa', 'war', 'coldplay']	['farazkdn', 'coldplay']
@IDWantsColdplay @coldplay Tolong info war tiket 😭	maraandbur	2023-05-09 02:09:21+07	replied_to	['tolong', 'info', 'war', 'tiket']	['IDWantsColdplay', 'coldplay']
@ArianRepsi @coldplay wkwk	blueside96_	2023-05-09 02:09:20+07	tweet	[]	['ArianRepsi', 'coldplay']
@IDWantsColdplay @coldplay wow tpi apa daya ku tak mmpu beli tiketnya  😭	UmmiFatta	2023-05-09 02:09:20+07	replied_to	['tpi', 'daya', 'ku', 'mmpu', 'beli', 'tiket']	['IDWantsColdplay', 'coldplay']
@lilazmand coldplay pun dah keluar tarikh, showcase amir bila lagi 😔😔🫣	_aidameera	2023-05-09 02:09:14+07	replied_to	['coldplay', 'dah', 'tarikh', 'showcase', 'amir']	['lilazmand']
@tiketXid Gimanaa, bingung coldplay agau banda neira😭	Aanndd777	2023-05-09 02:08:36+07	replied_to	['gimanaa', 'bingung', 'coldplay', 'agau', 'banda', 'neira']	['tiketXid']
Ya Allah tremorrrrrrrr,mulesss,pengen nangisss tapi isin Karo wong kantor #ColdplayIndonesia #coldplayjakarta @coldplay 💜💜💜💜💜💜💜	frida_meryani	2023-05-09 02:08:27+07	tweet	['tremorrrrrrrr', 'mulesss', 'nangisss', 'isin', 'karo', 'kantor', 'coldplayindonesia', 'coldplayjakarta']	['coldplay']
@coldplay AAKKKK GASABARRRR	spyrodg	2023-05-09 02:08:22+07	replied_to	['aakkkk', 'gasabarrrr']	['coldplay']
@IDWantsColdplay @coldplay Woyy seriusss???	kamugatauakuu	2023-05-09 02:08:10+07	replied_to	['woyy', 'seriusss']	['IDWantsColdplay', 'coldplay']
@coldplay Waduuuuh hari rabu	mochrijalph	2023-05-09 02:08:01+07	replied_to	['waduuuuh']	['coldplay']
@coldplay @calvinmehong @jejeonykawaiii @Tegar_zhs15 siap siap bang	zoryrrahy	2023-05-09 02:07:58+07	replied_to	[]	['coldplay', 'calvinmehong', 'jejeonykawaiii', 'Tegar_zhs15']
@IDWantsColdplay @coldplay official!! web https://t.co/G1lbS2Ebmw lgsg aktif https://t.co/O9KtroBj5G	defgro	2023-05-09 02:07:53+07	replied_to	['official', 'web', 'lgsg', 'aktif']	['IDWantsColdplay', 'coldplay']
@Ambarpus_ @coldplay gimana nihh wkkwkw	DinovRD	2023-05-09 02:07:35+07	replied_to	['gimana', 'nihh', 'wkkwkw']	['Ambarpus_', 'coldplay']
@spazecowboy bersyucure gegara coldplay, hari ini sepi bahasan perbayian dan sekolah anak. 🥹	thediscomonkey	2023-05-09 18:59:29+07	replied_to	['bersyucure', 'gegara', 'coldplay', 'sepi', 'bahas', 'bayi', 'sekolah', 'anak']	['spazecowboy']
@coldplay JAKARTAAAAAAA 😍	anadabelle	2023-05-09 02:07:20+07	replied_to	['jakartaaaaaaa']	['coldplay']
@DinovRD @coldplay iyaa lagiii	Ambarpus_	2023-05-09 02:06:59+07	replied_to	['iyaa', 'lagiii']	['DinovRD', 'coldplay']
@coldplay beneran tanggal 15 banget nih..... @Ambarpus_	DinovRD	2023-05-09 02:06:43+07	replied_to	['beneran', 'tanggal']	['coldplay', 'Ambarpus_']
@IDWantsColdplay @coldplay AKHIRNYAAA YAALLAAAAH	ontheballroom	2023-05-09 02:06:42+07	replied_to	['akhirnyaaa', 'yaallaaaah']	['IDWantsColdplay', 'coldplay']
@windyauliaac hai kaa! aku open jastip coldplay nih, feel free to ask di dm yaaa	kteubox_go	2023-05-09 02:06:40+07	replied_to	['hai', 'kaa', 'open', 'jastip', 'coldplay', 'feel', 'free', 'ask', 'dm', 'yaaa']	['windyauliaac']
@coldplay @abcdessooll beneraannnnnn	SLusiamie	2023-05-09 02:06:27+07	replied_to	['beneraannnnnn']	['coldplay', 'abcdessooll']
@IDWantsColdplay @coldplay wah wah wah	vicofewiandika	2023-05-09 02:06:03+07	replied_to	[]	['IDWantsColdplay', 'coldplay']
YaAllah @coldplay resmiii di Jakarta 😭😭😭	bondanariop	2023-05-09 02:05:48+07	tweet	['yaallah', 'resmiii', 'jakarta']	['coldplay']
@coldplay ANJ JAKARTA MASUK COKKKKK😭😭😭😭😭😭	7Jktoru	2023-05-09 02:05:18+07	replied_to	['anj', 'jakarta', 'masuk', 'cokkkkk']	['coldplay']
@IDWantsColdplay @coldplay AJKSKSLLASKSNANA GASIAP	istrineymar	2023-05-09 02:04:51+07	replied_to	['ajksksllasksnana', 'gasiap']	['IDWantsColdplay', 'coldplay']
Fix ya @coldplay di Jakarta 15 November. https://t.co/G0MjaqrObg	adit_insomnia	2023-05-09 02:05:07+07	tweet	['fix', 'jakarta', 'november']	['coldplay']
@coldplay let's go semangat @heiseonberg @changgoroo @skzbar @retrockstar	funkizeu	2023-05-09 02:04:56+07	replied_to	['let', 's', 'go', 'semangat']	['coldplay', 'heiseonberg', 'changgoroo', 'skzbar', 'retrockstar']
@coldplay SEE YOU AYANG 🥰	Rainbee39413812	2023-05-09 02:04:21+07	replied_to	['see', 'ayang']	['coldplay']
@coldplay YESSSSS JAKARTA 😭😭😭😭	riyanprad	2023-05-09 02:04:09+07	replied_to	['yesssss', 'jakarta']	['coldplay']
@coldplay @Sobsrocx wkwkwkw	looneylunary	2023-05-09 02:04:00+07	replied_to	['wkwkwkw']	['coldplay', 'Sobsrocx']
@coldplay wowww akhirnyaaaa	gery_ssi	2023-05-09 02:03:51+07	replied_to	['wowww', 'akhirnyaaaa']	['coldplay']
